,text,preprocessed,final_label_hs,final_label_al,final_class,source
11451,b'sebenernya gw males sih pake kacamata karena ya BERATTT seharian lu pake gituan di muka. tapi gapapa juga sih heee bisa meminimalisir mata gw yang agak sipit...',sebenernya gue malas sih pakai kacamata karena ya berattt seharian kamu pakai begitu di muka tapi tidak apa apa juga sih heee bisa meminimalisir mata gue yang agak sipit,0,0,4,tesis-okky
11452,@taerfyong Dah eek lom',dah tai lom,0,0,4,jawa-nina
11453,"@KangUput @JeniusConnect Siaaap buoosss. Aku ndue celengan celeng 2 put, lemu-lemu. koe jaluk ra?'",siaaap buoosss aku ndue celengan celeng 2 put lemu lemu koe jaluk ra,0,0,4,jawa-nina
11454,"b'RT @nisanjaehwan: @nisanjinan kalo settingan ga mungkin lah gue milih yoj, itu sama aja kek nyemplung ke got bego'",kalau setingan tidak mungkin lah gue memilih yoj itu sama saja kayak mencemplung ke got bego,1,1,1,tesis-okky
11455,"Part 5; ""Sebentar, Pak Rocky. Saya berusaha memahami kata-kata Anda, tapi kali ini saya sebagai orang Islam tak bisa terima bahwa kitab suci saya, Al-Qur'an,dianggap sebagai fiksi. Padahal saya merasakan sendiri kalau Al-Qur'an itu fakta. Terjadi pada kehi",part 5 sebentar pak rocky saya berusaha memahami kata kata anda tapi kali ini saya sebagai orang islam tak bisa terima bahwa kitab suci saya al qur an dianggap sebagai fiksi padahal saya merasakan sendiri kalau al qur an itu fakta terjadi pada kehidupan,0,0,4,tesis-okky
11456,USER Pak USER perlu dijaga agar Tokoh Islam tak panik & perlu pendampingan agar dpt mnerima kenyataan,user pak user perlu dijaga agar tokoh islam tak panik perlu pendampingan agar dapat menerima kenyataan,0,0,4,tesis-okky
11457,"@doyuocg -_- eek, doy juga kemaren nick ya'",eek doy juga kemarin nick ya,0,1,3,jawa-nina
11458,b'bau ketek itu emang merusak mood ya.\n\xf0\x9f\xa4\xa2',bau ketek itu memang merusak suasana hati ya wajah mual,0,0,4,jawa-okky
11459,hmm jadi koreo aslinya tuh emg tepuk bokong gt ya....',hem jadi koreo aslinya itu memang tepuk bokong begitu ya,0,0,4,jawa-nina
11460,b'@stanlegendonly wah orang goblok sekarang bisa main twitter ya?',wah orang goblok sekarang bisa main twitter ya,1,1,1,tesis-okky
11461,Tidak ada solusi lain selain #2019GantiPresiden,tidak ada solusi lain selain 2019gantipresiden,1,0,2,tesis-okky
11462,b'RT @e6db8ba4de6243e: @yusuf_dumdum @DivHumas_Polri @CCICPolri @jokowi Dia mah bukan Ustadz tapi Bajingan',dia adalah bukan ustadz tapi bajingan,1,1,1,tesis-okky
11463,@AREAJULID Ye goblog tinggal unfoll ribet lu dajjal',ye goblok tinggal unfollow ribet kamu dajjal,1,1,1,jawa-nina
11464,"b'@AnggaPPh Hanya di rezim ini wibu dipersekusi, bong-bong'",hanya di rezim ini weeaboo dipersekusi bong bong,0,0,4,tesis-okky
11465,"Aku takut kehilangan kamu , kamu ga peka banget sih goblog.'",aku takut kehilangan kamu kamu tidak peka banget sih goblog,0,1,3,jawa-nina
11466,b'Jika pergi haji ke arab lalu pulang harus dipanggil abah\nBagaimana dgn TKI yg pulang dari arab? Apakah dipanggil abah juga? Atau dipanggil abda?!',jika pergi haji ke arab lalu pulang harus dipanggil ayah bagaimana dengan tki yang pulang dari arab apakah dipanggil ayah juga atau dipanggil abda,0,0,4,tesis-okky
11467,"Elhayo pancene ngamukan og aku, ra pms ae ngamukan po neh pms o bajul'",elhayo pancene gampang mengamuk og aku ra pms saja gampang mengamuk po nih pms o bajul,0,1,3,jawa-nina
11468,b'@sbyfess raimu cok koyok gado gado',mukamu cok koyok gado gado,1,1,1,jawa-okky
11469,b'@tanyainrl sensitif lambe lambemu',sensitif lambe lambemu,0,1,3,jawa-okky
11470,b'@poseidownn gue plintir peler jeki',gue plintir peler jeki,0,1,3,jawa-okky
11471,"b'@ArtupasKeda @maspiyuuu , si otak tempurung mah ga usah d ladenin. Smkn d lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe'",sih otak tempurung adalah tidak usah di ladenin smkn di lawan semakin bloon dan dungu dan kalau tidak begitu dia tidak makan hehe,1,1,1,tesis-okky
11472,b'info bakulan sego goreng seng mesisan iso nggoreng cocot sak rupone tonggo mbe arek seng kakean maido wong tuo',info bakulan sego goreng seng mesisan bisa nggoreng cocot sak rupone tonggo mbe arek seng kebanyakan maido orang tuo,1,1,1,jawa-okky
11473,"b'Gosip itu dibuat oleh orang iri, disebarkan oleh orang bodoh, dan diterima oleh orang idiot.'",gosip itu dibuat oleh orang iri disebarkan oleh orang bodoh dan diterima oleh orang idiot,0,1,3,tesis-okky
11474,"@MbahUyok kalau sudah masuk lingkaran MLM, sulit lepas. upline jadi komisaris downline yg rugi; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #Pl",kalau sudah masuk lingkaran mlm sulit lepas upline jadi komisaris downline yang rugi keahlian cebong hanya 1 tukang tipu cebong adalah gitu goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019gantipresiden pl,1,1,1,tesis-okky
11475,@kangnawan @jokowi kalo saran gw mundur aja jalan yang terbaik,kalau saran gue mundur saja jalan yang terbaik,1,0,2,tesis-okky
11476,b'@1004hannie Dasar ckck maho',dasar wkwk maho,1,1,1,tesis-okky
11477,b'Pancen bajingan tenan wong sing jenenge Edhy Prabowo iki. \n https://t.co/RK1ZSTIAG2',pancen bajingan benaran orang sing namanya edhy prabowo iki <links>,1,1,1,jawa-okky
11478,b'@Johny71989498 @ArumsariTika @CintaNKRI12 @bangagoeng96 @pengembara_000 @dikrizal @hendriabidin2 @Black_Widower @nana___rosaa @datuakmangkuto @Swarnadiva9 @LebahBorneo @TjahjadiJudono @rizkigross @hendrawan____ @GarasiDP @Namaku_Mei @ayudh41 @Eliaresa @EAndesla @CencenAmel @Don,,1,1,1,tesis-okky
11479,b'@adeledalede njaluk e ng wedus iku',njaluk e ng wedus iku,0,0,4,jawa-okky
11480,"b'@dowonhee_ meneng wae kadang elek kok malah kakehan cangkem, terus seko endi apike \xf0\x9f\x98\x82'",meneng saja kadang elek kok malah kakehan cangkem terus seko endi apike wajah gembira berurai air mata,0,1,3,jawa-okky
11481,"b'@ibrocksfuck38 @ustadtengkuzul @jokowi @kementan Ini asli IQ jongkok! Masak oposisi membangun? Dimana\xc2\xb2 ,tugas oposisi itu nyinyir pada pemerintah! Kecuali di negara komunis, nggak boleh ada yg nyinyir'",ini asli iq jongkok masak oposisi membangun dimana² tugas oposisi itu nyinyir pada pemerintah kecuali di negara komunis enggak boleh ada yang nyinyir,1,1,1,tesis-okky
11482,b'@canskarnafilter biarin aja tu cocot nye emang suka gitu',biarkan saja itu cocot nya memang suka gitu,1,1,1,jawa-okky
11483,hai lihat aku pap orang stress amjing kek eek lo \n\n@choisantz https://t.co/f46bLodCPH',hai lihat aku pap orang stres amjing kayak tai kamu <links>,0,1,3,jawa-nina
11484,b'@fannyyonanda yo sokor nk ngono',iya sokor natural killer ngono,0,0,4,jawa-okky
11485,Cerdas SBY. UU Pemilu sdh disahkan. Artinya dari skrg bakal calon presiden/calon wakil presiden sdh bisa curi start kampanye. Hnya AHY manfaatkan @GuruSocrates,cerdas sby uu pemilu sudah disahkan artinya dari sekarang bakal calon presiden calon wakil presiden sudah bisa curi start kampanye hnya ahy manfaatkan,1,0,2,tesis-okky
11486,"1. Mengapa Prabowo ingin jadi Presiden? Tanya saya kepada teman kemarin waktu bertemu di restoran, Metropolis Hong Kong. Teman ini saya kenal baik karena bisnisnya ada hubungan dengan Prabowo. ; ; @BurhanMuhtadi; @yunartowijaya; @MurtadhaOne",1 mengapa prabowo ingin jadi presiden tanya saya kepada teman kemarin waktu bertemu di restoran metropolis hong kong teman ini saya kenal baik karena bisnisnya ada hubungan dengan prabowo,0,0,4,tesis-okky
11487,b'Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat',jerawat oh jerawat kamu sungguh keparat hilang satu tumbuh empat hilang di jidat tumbuh dipantat,0,1,3,tesis-okky
11488,b'@nufrijel jaga ya congor km',jaga ya congor km,0,1,3,jawa-okky
11489,RT @detikcom Tdk cocok jd calon presiden nya jkw  .cocok untuk prabowo,tdk cocok jadi calon presiden nya jokowi cocok untuk prabowo,1,0,2,tesis-okky
11490,b'@damnboysssss peler juga\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',peler juga berdoa atau dua telapak tangan menempel berdoa atau dua telapak tangan menempel,0,1,3,jawa-okky
11491,"@DPP_LPI ini bhya bisa2 perkataan ade armando mempengaruhi muslim yg msih awam bisa tercuci otaknya, kata ustadz syaitu mrip dgn yg namanya JIL, perang pemikiran lbih berbahaya dibandingkan dgn perang fisik klau kalah perang fisik kta bsa syahid kalo klh p",ini bahaya bisa bisa perkataan adek armando mempengaruhi muslim yang masih awam bisa tercuci otaknya kata ustaz yaitu mirip dengan yang namanya jil perang pemikiran lebih berbahaya dibandingkan dengan perang fisik kalau kalah perang fisik kita bisa syahid kalau kalah p,0,0,4,tesis-okky
11492,"b'bagai rumah bawah ranah yang indah, seorang pendiam dan culun walau dengan bakar besar #keren #bijak #semangat'",bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar keren bijak semangat,0,0,4,tesis-okky
11493,Sudirman Said meluncurkan,sudirman said meluncurkan,0,0,4,tesis-okky
11494,"b'Bunyi klik mouse, suara ketikan keyboard, musik hampir 8 jam non stop, mata perih, bokong panas, lengan nyilu. \n#jenuh'",bunyi klik mouse suara ketikan keyboard musik hampir 8 jam non stop mata perih bokong panas lengan nyilu jenuh,0,0,4,tesis-okky
11495,"b'@tubirfess Gua jg njir tp ntar gua mikir lg, pengen rasain eue nya huehue apa kah aku kawin sj? hm'",gua juga anjir tetapi nanti gue pikir lg ingin rasakan ngewe nya hehe apa kah aku kawin sj hm,0,1,3,tesis-okky
11496,b'RT @pesasepa: Forever alone tahap Dewa Gila Babi member aku sorang ni https://t.co/rhofSk6RBj',forever alone tahap dewa gila babi member aku seorang nih <links>,0,1,3,tesis-okky
11497,b'@tubirfess Muka lo aja burik bangsat. Gimana mau dapat ewean @pepippu',muka kamu saja burik bangsat gimana mau dapat ngewe,1,1,1,tesis-okky
11498,"b'nahh udah yaa gausah punya pikiran dia bakal baik lagi, udh beberapa kali nunjukin kalo dia udh ga respeck. jadi udah ya ni otak geblek banget deh kalo masih kaya gini'",nahh sudah ya tidak usah punya pikiran dia bakal baik lagi sudah beberapa kali menunjukkan kalau dia sudah tidak respeck jadi sudah ya nih otak geblek banget deh kalau masih kayak gini,0,1,3,jawa-okky
11499,APALAGI INI BANGSAT https://t.co/iWkod65QII',apalagi ini bangsat <links>,0,1,3,jawa-nina
11500,edan sih',edan sih,0,1,3,jawa-nina
11501,klik,klik,0,0,4,tesis-okky
11502,@cuteecan segawon',segawon,0,1,3,jawa-nina
11503,b'@jisofiya saru kan ya ? hhh',saru kan ya hhh,0,0,4,jawa-okky
11504,"b'@Harsonomun1 @Aryprasetyo85 @Dennysiregar7 @chicohakim @P3nj3l4j4h @makLambeTurah @Takviri @embah72 @mochamadarip @hutapea_lily @arya_dipa45 Bakal alot mengeluarkan sertifikat ""Halal""nya. Komponen mikro yg ditengarai bersentuhan atau berasal dari babi dan telah mengalami dekomposisi molekular atau bahkan atomik dicap haram. Apalagi najis yg sama sekali tidak mengalami proses dekomposisi molekular. Bakal rame nih.'",bakal alot mengeluarkan sertifikat halal nya komponen mikro yang ditengarai bersentuhan atau berasal dari babi dan telah mengalami dekomposisi molekular atau bahkan atomik dicap haram apalagi najis yang sama sekali tidak mengalami proses dekomposisi molekular bakal ramai nih,0,0,4,tesis-okky
11505,b'@04Nakula @aniesbaswedan @TheCebongers @P3nj3l4j4h @ASapardan @RiuRizkiUtomo @JajangRidwan19 @BadjaNuswantara @GagakNew @wahhabicc_jabar Ada Bani Tai Ngomong..\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x80 Ngelantur nih...',ada bani tai ngomong menyeringai menyeringai wajah gembira ngelantur nih,1,1,1,tesis-okky
11506,b'@setkabgoid Selamat buat Pak @jokowi dan seluruh pihak\xc2\xb2 yg tlh bekerja untuk merebut tambang emas di Papua dari cengkeraman asing. Bravo! \xf0\x9f\x98\x81\xf0\x9f\x98\x81',selamat buat pak dan seluruh pihak² yang telah bekerja untuk merebut tambang emas di papua dari cengkeraman asing bravo menyeringai menyeringai,0,0,4,tesis-okky
11507,"b'MAAF SAYA LUPA BILANG.\n\nPeran:\nWW, Villager, Dokter, Seer, Witch. \n\nMaaf y saya noob'",maaf saya lupa bilang peran ww villager dokter seer witch maaf iya saya noo,0,0,4,tesis-okky
11508,b'@enakenakdek Mantan yg terkutuk',mantan yang terkutuk,1,1,1,tesis-okky
11509,b'@sbyfess untung.e utekmu iseh normal \xf0\x9f\x98\x82 ditinggal rpp penting koe bucin tapi ra goblok',untung e utekmu masih normal wajah gembira berurai air mata ditinggal rpp penting koe budak cinta tapi ra goblok,0,1,3,jawa-okky
11510,b'@Fahrihamzah Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',yakali pak tni suruh uruskan sampah plastik tanpa ekspresi,0,0,4,tesis-okky
11511,b'@kwonhoush @ERPETLS AKU ITU AKU\n\nKU TAU MATAMU SIPIT TAPI DILIAT DARI MANA ITU AKU',aku itu aku ku tau matamu sipit tapi diliat dari mana itu aku,0,0,4,tesis-okky
11512,"b'Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'",sudah jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran saja agar hidup kita semakin baik pada masa yang akan datang,0,0,4,tesis-okky
11513,Gus Ipul-Mbak Puti berkomitmen meningkatkan perhatian pada kaum ibu dan anak. ; ; @GusIpul_ID @puti_soekarno @tretan_jatim @BPPemiluPDIP #gusipulputi2;,gus ipul mbak puti berkomitmen meningkatkan perhatian pada kaum ibu dan anak gusipulputi2,0,0,4,tesis-okky
11514,"b'@sbyfess Lanang taek, jek dadi pacar wes semena mena nang awakmu perkoro awakmu ga virgin.'",lanang taek jek dadi pacar sudah semena mena di badanmu perkoro badanmu tidak virgin,0,1,3,jawa-okky
11515,"b'Ohiya, kenapa sekolah yg mayoritas tionghoa justru mereka yg dibedakan? Gatau, pribumi nya juga banyak 11/12 lah. Kepseknya juga pribumi..'",ohiya kenapa sekolah yang mayoritas tionghoa justru mereka yang dibedakan gatau pribumi nya juga banyak 11 12 lah kepseknya juga pribumi,0,0,4,tesis-okky
11516,b'Brengsek nih hp di cas td sore gak mau penuh penuh juga batre nya',brengsek nih handphone di cas tadi sore tidak mau penuh penuh juga baterai nya,0,1,3,tesis-okky
11517,b'@izzualhaitsam keluarga halilintar hmm masa km gatau. udik',keluarga halilintar hem masa km gatau udik,1,1,1,tesis-okky
11518,b'@rockygerung Ambang batas itu diperlukan untuk efisiensi biaya demokrasi. Kata rezim itu lebih tepat diberikan kepada orang\xc2\xb2 yang pernah memimpin sebelum reformasi 98. Sekarang ini Pemerintahan yang demokratis!',ambang batas itu diperlukan untuk efisiensi biaya demokrasi kata rezim itu lebih tepat diberikan kepada orang² yang pernah memimpin sebelum reformasi 98 sekarang ini pemerintahan yang demokratis,0,0,4,tesis-okky
11519,"b'@republikaonline Nah ini para katrok2 ndeso,ndobol, dongok'",nah ini para katrok2 ndeso ndobol dongok,1,1,1,jawa-okky
11520,"b'@lauxxv Ikutan aja lu, kampret.'",ikutan saja lu kampret,1,1,1,tesis-okky
11521,b'Maju lu sini anjing',maju kamu sini anjing,1,1,1,tesis-okky
11522,b'@junesmiile Bener juga lu bangke',bener juga kamu bangke,0,1,3,tesis-okky
11523,"b'@dewantro @jimmy_atp Hahahaha terus ko pikir lo pinter gitu? Berak sekebon! Ngakak dah, sok iya banget padahal goblok dari awal. Kebanyakan makan taik ahok lu. Pake ngeles sana sini lagi dasar cebong kapir intoleran sara munafik goblok hahahaha'",hahahaha terus kok pikir kamu pintar gitu berak sekebon ngakak dah sok iya banget padahal goblok dari awal kebanyakan makan tai ahok lu pake ngeles sana sini lagi dasar cebong kafir intoleran sara munafik goblok hahahaha,1,1,1,tesis-okky
11524,"b'Tai adalah, saat gue biasa aja, dia baik banget &amp; ngejar-ngejar gue. Eh pas gue udah sayang + nyaman, dia malah jadi cuek &amp; pergi gitu aja'",tai adalah saat gue biasa aja dia baik banget dan ngejar ngejar gue eh pas gue sudah sayang nyaman dia malah jadi cuek dan pergi begitu aja,0,1,3,tesis-okky
11525,b'RT @MuhamadRidzuann: benda bodo apa aku baca ni... bukan ke korang golongan bijak pandai. kenapa bingai sangat ni...... kalau gitu beribu2\xe2\x80\xa6',benda bodoh apa aku baca ni bukan ke korang golongan bijak pandai kenapa bingai sangat ni kalau begitu beribu2,0,1,3,tesis-okky
11526,Ass. Tahun 2024 pasti Presiden baru,ass tahun 2024 pasti presiden baru,0,0,4,tesis-okky
11527,b'@awanchwe tai banget',tai banget,1,1,1,jawa-okky
11528,"b'Penggunaan make up/skincare yang mengandung merkuri walau dipake sedikit seperti lipstik di bibir, tapi ternyata dapat meresap melalui pori-pori \xf0\x9f\x98\xb1\r Pada wanita hamil, merkuri yang terserap bisa mengakibatkan pertumbuhan janin terhambat, c",penggunaan make up skincare yang mengandung merkuri walau dipakai sedikit seperti lipstik di bibir tapi ternyata dapat meresap melalui pori pori berteriak pada wanita hamil merkuri yang terserap bisa mengakibatkan pertumbuhan janin terhambat c,0,0,4,tesis-okky
11529,1. Penetrasi Gubernur Jawa Tengah (Jateng) non-aktif Ganjar Pranowo ke Kementerian Pertanian (Kementan) membuahkan hasil; ; #LupaBolehNgawurJangan; #PilgubJateng2018; #KamiGanjarYasin; #Ganjaryasin1; #JatengGayeng1xLagi; #PDIPerjuangan; #KandangBant3ng,1 penetrasi gubernur jawa tengah jateng non aktif ganjar pranowo ke kementerian pertanian kementan membuahkan hasil lupabolehngawurjangan pilgubjateng2018 kamiganjaryasin ganjaryasin1 jatenggayeng1xlagi pdiperjuangan kandangbant3ng,0,0,4,tesis-okky
11530,"b'@joshku @kompascom Betul yang Nggak suka Agama dalam politik itu nggak salah  Suka Makan Babi, Minum minuman keras dan memilih pemimpin Nasrani dan Yahudi jadi pemimpin. Dan Sp3 Keluar karena Tidak terbukti zina nya, yang ditinggal zina 7 Tahun terbukti ",betul yang nggak suka agama dalam politik itu enggak salah suka makan babi minum minuman keras dan memilih pemimpin nasrani dan yahudi jadi pemimpin dan sp3 keluar karena tidak terbukti zina nya yang ditinggal zina 7 tahun terbukti,0,0,4,tesis-okky
11531,"b'Heran gw mah, orang berhijrah pake jilbab masih ada dinyinyirin yang gak cocok lah, aura gak keluar lah, gak cantik lah. Mon maap, lu kira pake jilbab kontes kecantikan? Pake ngomong aura gak keluar segala hhhh cebong mana ngerti.'",heran gue mah orang berhijrah pakai jilbab masih ada dinyinyiri yang tidak cocok lah aura tidak keluar lah tidak cantik lah mon maap kamu kira pakai jilbab kontes kecantikan pake berbicara aura tidak keluar segala hhhh cebong mana ngerti,1,1,1,tesis-okky
11532,"b'@assfess pele itu kayak semacam ""bege"" ""bloon""'",pele itu kayak semacam bege bloon,0,1,3,jawa-okky
11533,RT @digembok @Gerindra @prabowo calon presiden garansi seumur hidup  klw rolex sih garansi seumur hidup ketauan kelas nya STS,calon presiden garansi seumur hidup kalau rolex sih garansi seumur hidup ketahuan kelas nya sts,1,0,2,tesis-okky
11534,"Sosok pemimpin yang sederhana, ta'dzim kpd ulama, Gus ipul memikul sang guru ke tempat peristirahatannya yg terakhir. ; ; #pilihgusipulmbakputi; #GustiTopMarkotob; #GustiBangkalan ; ; @cakimiNOW; @halimiskandarnu; @HadiNgusman; @GusIpul_ID; @GunturPuti ; @",sosok pemimpin yang sederhana ta dzim kepada ulama gus ipul memikul sang guru ke tempat peristirahatannya yang terakhir pilihgusipulmbakputi gustitopmarkotob gustibangkalan,0,0,4,tesis-okky
11535,b'@arch_v3nture @DhikkiE Anjing komunis penista Islam!!!',anjing komunis penista islam,1,1,1,tesis-okky
11536,Harusnya Tomy dikenakan pasal berlapis korupsi dan pembunuhan hakim agung pula tp dapat  diskon besar-besaran era SBY https://t.co/VaI7EOjwr8,harusnya tomy dikenakan pasal berlapis korupsi dan pembunuhan hakim agung pula tetapi dapat diskon besar besaran era sby <links>,1,0,2,tesis-okky
11537,"Harus dijelaskan, mengaji dan solat juga budaya Arab Saudi setelah Muhammad menguasai jajirah Arab",harus dijelaskan mengaji dan salat juga budaya arab saudi setelah muhammad menguasai jazirah arab,0,0,4,tesis-okky
11538,"b'Sdh tua sadar pak @Pak_JK nafsu amat menjabat. Dan satu lagi pak, selama 4 thn ini bapak lbh bnyak diam jadi ban serep tdk ada peran,  ulama dikriminalisasi jg diam. Polisi tebang pilih diam, ekonomi hancur diam, TKA cina serbu RI diam. https://t.co/z59o",sdh tua sadar pak nafsu amat menjabat dan satu lagi pak selama 4 tahun ini bapak lebih banyak diam jadi ban serep tidak ada peran ulama dikriminalisasi juga diam polisi tebang pilih diam ekonomi hancur diam tka cina serbu ri diam <links>,1,0,2,tesis-okky
11539,Mantap Pak Presiden...š???š???š???; Horas...; ; JOKOWI2PRIODE,mantap pak presiden š š š horas jokowi2priode,0,0,4,tesis-okky
11540,"b'@caratstalk udah pokoknya kalo soal fisik gausah dipake bercandaan, bentuk apapun itu, mau bulet, sipit, kulit gelap, apapun, udah gausah, the boys are perfect the way they are'",sudah pokoknya kalau soal fisik tidak usah dipakai bercandaan bentuk apapun itu mau bulet sipit kulit gelap apapun sudah gausah the boys are perfect the way they are,0,0,4,tesis-okky
11541,"@loonagaga bbc ki ancen joss kok, bikin produk bagus tp limit. kan gebleg'",bbc ki memang joss kok bikin produk bagus tetapi limit kan gebleg,0,1,3,jawa-nina
11542,"b'Aku pancen badjingan, bangke,ulo,babi,wedus,kampret,asu wes kabeh sak karepmu wae.'",aku pancen badjingan bangke ulo babi wedus kampret asu sudah semua sak terserah kamu wae,0,1,3,jawa-okky
11543,b'Pecun.kelas teri nih\xf0\x9f\x98\x80 https://t.co/Z5FvAboO66',pecun kelas teri nih wajah gembira <links>,1,1,1,tesis-okky
11544,Jogja sepi? Matamu picek',jogja sepi matamu picek,0,1,3,jawa-nina
11545,"b'@Masnita01542937 @HR_jangkrik @Dennysiregar7 @aniesbaswedan Coba ente kroscek soal tka ke dede yusuf, sama tuh dia juga oposan kaya ente tapi dia realistis dengan data dan mata kepala sendiri, gak kaya ente cuma katanya ente telen dah tuh mentah2",coba kamu kroscek soal tenaga kerja asing ke adik yusuf sama itu dia juga oposan kayak kamu tapi dia realistis dengan data dan mata kepala sendiri tidak kayak kamu cuma katanya kamu telan sudah itu mentah mentah,1,0,2,tesis-okky
11546,@parkbommiey TYPO LU BEJAD BANGET NOON',typo lu bejad banget noon,0,1,3,jawa-nina
11547,b'@rubsjen diem lu ketek firaun',diam kamu ketek firaun,1,1,1,jawa-okky
11548,"b'kalo capek bgt gini, ndusel ketek ibu itu nyamannya gaada obat\xf0\x9f\xa5\xb0'",kalo cape banget gini ndusel ketek ibu itu nyamannya tidak ada obat wajah tersenyum dengan tiga hati,0,0,4,jawa-okky
11549,"b'nntn record of youth stelah ngabisin reply1988, membuat q slalu mengingat karakter bo gum jdi choi taek di reply1988 weii\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",nntn record of youth setelah ngabisin reply1988 membuat aku selalu mengingat karakter bo gum jadi choi tai di reply1988 weii wajah gembira berurai air mata wajah gembira berurai air mata,0,0,4,jawa-okky
11550,"1. Siang hari ini, Presiden @jokowi memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",1 siang hari ini presiden memimpin rapat terbatas di istana kepresidenan bogor dengan topik perkembagan persiapan asian games xviii tahun 2018 jokowipacupromosiasiangames yukpromosikanasiangames18,0,0,4,tesis-okky
11551,b'ada yg mau imejin eue di tl sama gua ga kena dare nih',ada yang mau imajinasi ngewe di lini masa sama gue tidak kena dare nih,0,1,3,tesis-okky
11552,MASY  DUSUN DUA DESA PULHU DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,masy dusun dua desa pulhu deklarasi anti hoax dan pilkada 2018 damai,0,0,4,tesis-okky
11553,"b'@Widas_Satyo @ely_susianti @CNNIndonesia @KemenkeuRI Kecebong banyak bacot, utang numpuk di bolang bagus, infrastruktur cuma 2% di bilang selesai smua, bandara juga di akui Cebong lu kebangetan ya'",kecebong banyak bacot utang menumpuk di bocah petualang bagus infrastruktur cuma 2 di bilang selesai smua bandara juga di akui cebong kamu kebangetan ya,1,1,1,tesis-okky
11554,Yang kritis ditangkapin Negara Sinting...,yang kritis ditangkap negara sinting,1,1,1,tesis-okky
11555,b'@sxvageman Loh gak apa biar sarap nya nambah',loh tidak apa biar sarap nya nambah,0,1,3,tesis-okky
11556,"Rentetan kasus kriminal terkait perbankan, mulai dari skimming hingga pembobolan kartu kredit ini membuat nasabah was-was akan keamanan data mereka.",rentetan kasus kriminal terkait perbankan mulai dari skimming hingga pembobolan kartu kredit ini membuat nasabah was was akan keamanan data mereka,0,0,4,tesis-okky
11557,"""iri bilang bos!""\n\nMosok bos iri karo kariawan. Edan po'",iri bilang bos mosok bos iri sama kariawan edan po,0,1,3,jawa-nina
11558,"b'@semutberbisik @budisepang1 @na_dirs Itu menunjukan nama tempat Bung, bukan entitas agama ""Kristen Jawa\',,,, semisal nama Masjid Islam Jawa, Sunda, Batak dll, kecuali istilah yg terpampang ""Islam Jawa, Islam Jogya , Islam Malaisia, Islam Arab, mungkin m",itu menunjukkan nama tempat bung bukan entitas agama kristen jawa semisal nama masjid islam jawa sunda batak dll kecuali istilah yang terpampang islam jawa islam jogya islam malaisia islam arab mungkin sama,0,0,4,tesis-okky
11559,"b'RT @BuayaPisang: Mantap bgt bro, \nUdah ganteng, pake dasi, doyan ngentot lagi\xf0\x9f\x8d\x8c\xf0\x9f\x8d\x8c\n\xf0\x9f\x92\x8b\xf0\x9f\x92\xa6 \xf0\x9f\x98\x98\n\nRT, Like, &amp; Follow\n\n #gayvid #gaysex #gayvideo \n\n@and\xe2\x80\xa6'",mantap banget bro udah ganteng pakai dasi suka ngentot lagi pisang pisang tanda cium tetesan keringat menyentuh hati atau memberikan ciuman hati like dan follow gayvid gaysex gayvideo,0,1,3,tesis-okky
11560,@Jhonkosmik Krn menopouse membuat bokong melar \xf0\x9f\x98\x81\xf0\x9f\x98\x81',krn menopouse membuat bokong melar menyeringai menyeringai,0,1,3,jawa-nina
11561,@kecaphitambango Hey ketemu segawon',hey ketemu segawon,0,1,3,jawa-nina
11562,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,matanajwadebatjakarta lucu banget jawaban ahok tidak nyambung ditanya apa di jawab apa kena sekak mat di pertanyaan isu agama tdi dasar cina tolol haha,1,1,1,tesis-okky
11563,Qaumi ekjayati conference jamiat ul ulama e hind....Janab Mohd Ali Shabbir ka qususi qitaab...,qaumi ekajati conference jamiat ul ulama e hind janab mohd ali shabbir kakak khusus qitaab,0,0,4,tesis-okky
11564,Kenapa harus impor wakil gubernur dari jabar tapi tidak punya prestasi.. BaGusS #KhofifahEmilJatimSatu,kenapa harus impor wakil gubernur dari jabar tapi tidak punya prestasi baguss khofifahemiljatimsatu,0,0,4,tesis-okky
